index,Message_Raw,User,Message_Clean,Message_Only_Text,Date,Hour,Day_of_Week
164,"6/2/20, 07:50 - AI Derek: Lemme add her too
",AI Derek,Lemme add her too,lemme add her too,2020-06-02 07:50:00,7,1
163,"6/2/20, 07:50 - AI Derek: So @233249435529 we may all have to get you some profile so you update the site with it
",AI Derek,So @233249435529 we may all have to get you some profile so you update the site with it,so  we may all have to get you some profile so you update the site with it,2020-06-02 07:50:00,7,1
167,"6/2/20, 07:50 - AI Derek: Glad to have you join notitia
",AI Derek,Glad to have you join notitia,glad to have you join notitia,2020-06-02 07:50:00,7,1
169,"6/2/20, 07:51 - AI Derek: I just had emails from the speakers confirming participation
",AI Derek,I just had emails from the speakers confirming participation,i just had emails from the speakers confirming participation,2020-06-02 07:51:00,7,1
170,"6/2/20, 07:52 - AI Derek: Zindi africa 
",AI Derek,Zindi africa ,zindi africa ,2020-06-02 07:52:00,7,1
171,"6/2/20, 07:53 - AI Derek: And also for the date they all confirmed to be available on Monday June 15th at 5pm to 8pm
",AI Derek,And also for the date they all confirmed to be available on Monday June 15th at 5pm to 8pm,and also for the date they all confirmed to be available on monday june th at pm to pm,2020-06-02 07:53:00,7,1
172,"6/2/20, 07:53 - AI Derek: So that’s our new date for the webinar and launch of notitia
",AI Derek,So that’s our new date for the webinar and launch of notitia,so thats our new date for the webinar and launch of notitia,2020-06-02 07:53:00,7,1
173,"6/2/20, 07:54 - AI Derek: @233554349393 @233247936396 let’s get some flyer designed on the proposed webinar so we can even start sharing this evening
",AI Derek,@233554349393 @233247936396 let’s get some flyer designed on the proposed webinar so we can even start sharing this evening,  lets get some flyer designed on the proposed webinar so we can even start sharing this evening,2020-06-02 07:54:00,7,1
174,"6/2/20, 07:54 - AI Derek: For the ideas please come up with your own 😀
",AI Derek,For the ideas please come up with your own 😀,for the ideas please come up with your own ,2020-06-02 07:54:00,7,1
175,"6/2/20, 07:54 - AI Derek: Thank you
",AI Derek,Thank you,thank you,2020-06-02 07:54:00,7,1
0,"6/2/20, 07:57 - Adwoa Notitia: Hi
",Adwoa Notitia,Hi,hi,2020-06-02 07:57:00,7,1
1,"6/2/20, 07:58 - Adwoa Notitia: Thank you 🙏🏾🙏🏾
",Adwoa Notitia,Thank you 🙏🏾🙏🏾,thank you ,2020-06-02 07:58:00,7,1
176,"6/2/20, 08:00 - AI Derek: Sure
",AI Derek,Sure,sure,2020-06-02 08:00:00,8,1
177,"6/2/20, 08:00 - AI Derek: And @233554349393 the ADC man too
",AI Derek,And @233554349393 the ADC man too,and  the adc man too,2020-06-02 08:00:00,8,1
178,"6/2/20, 08:01 - AI Derek: Get him to join us
",AI Derek,Get him to join us,get him to join us,2020-06-02 08:01:00,8,1
34,"6/2/20, 10:23 - Alex Notitia: Great stuffs.
",Alex Notitia,Great stuffs.,great stuffs,2020-06-02 10:23:00,10,1
35,"6/2/20, 10:23 - Alex Notitia: Welcome to the team. @233246521995.
",Alex Notitia,Welcome to the team. @233246521995.,welcome to the team ,2020-06-02 10:23:00,10,1
36,"6/2/20, 10:23 - Alex Notitia: @233243319300 ive been expecting the updates.
",Alex Notitia,@233243319300 ive been expecting the updates., ive been expecting the updates,2020-06-02 10:23:00,10,1
179,"6/2/20, 10:25 - AI Derek: Yh o
",AI Derek,Yh o,yh o,2020-06-02 10:25:00,10,1
180,"6/2/20, 10:25 - AI Derek: But will get it today so I can send them
",AI Derek,But will get it today so I can send them,but will get it today so i can send them,2020-06-02 10:25:00,10,1
37,"6/2/20, 10:25 - Alex Notitia: The site would be available for pre-testing tomorrow. We can always add the updates later.
",Alex Notitia,The site would be available for pre-testing tomorrow. We can always add the updates later.,the site would be available for pretesting tomorrow we can always add the updates later,2020-06-02 10:25:00,10,1
38,"6/2/20, 10:26 - Alex Notitia: Great.
",Alex Notitia,Great.,great,2020-06-02 10:26:00,10,1
181,"6/2/20, 10:26 - AI Derek: Cool
",AI Derek,Cool,cool,2020-06-02 10:26:00,10,1
2,"6/2/20, 10:51 - Adwoa Notitia: Thank you boss🙏🏾
",Adwoa Notitia,Thank you boss🙏🏾,thank you boss,2020-06-02 10:51:00,10,1
182,"6/2/20, 12:55 - AI Derek: https://www.linkedin.com/posts/notitia-ai_deepmind-x-ucl-deep-learning-lecture-series-activity-6673567386253221888-2e_n
",AI Derek,https://www.linkedin.com/posts/notitia-ai_deepmind-x-ucl-deep-learning-lecture-series-activity-6673567386253221888-2e_n,httpswwwlinkedincompostsnotitiaaideepmindxucldeeplearninglectureseriesactivityen,2020-06-02 12:55:00,12,1
52,"6/2/20, 20:46 - Norbert Notitia: Nice nice
",Norbert Notitia,Nice nice,nice nice,2020-06-02 20:46:00,20,1
53,"6/2/20, 20:47 - Norbert Notitia: Welcome Adwoa
",Norbert Notitia,Welcome Adwoa,welcome adwoa,2020-06-02 20:47:00,20,1
54,"6/3/20, 10:33 - Norbert Notitia: Hi Chief
",Norbert Notitia,Hi Chief,hi chief,2020-06-03 10:33:00,10,2
42,"6/3/20, 10:33 - Ḅj: Hello
",Ḅj,Hello,hello,2020-06-03 10:33:00,10,2
39,"6/3/20, 10:33 - Alex Notitia: Hello everyone.
",Alex Notitia,Hello everyone.,hello everyone,2020-06-03 10:33:00,10,2
3,"6/3/20, 10:33 - Adwoa Notitia: Thanks Norbert
",Adwoa Notitia,Thanks Norbert,thanks norbert,2020-06-03 10:33:00,10,2
4,"6/3/20, 10:34 - Adwoa Notitia: Hii
",Adwoa Notitia,Hii,hii,2020-06-03 10:34:00,10,2
40,"6/3/20, 10:37 - Alex Notitia: Kindly note that the website is available for testing purposes. The only feature am yet to fix is the avatar upload. Kindly ignore that feature for now. Kindly report any issues you encounter collectively on Monday.
",Alex Notitia,Kindly note that the website is available for testing purposes. The only feature am yet to fix is the avatar upload. Kindly ignore that feature for now. Kindly report any issues you encounter collectively on Monday.,kindly note that the website is available for testing purposes the only feature am yet to fix is the avatar upload kindly ignore that feature for now kindly report any issues you encounter collectively on monday,2020-06-03 10:37:00,10,2
183,"6/3/20, 10:37 - AI Derek: Send link
",AI Derek,Send link,send link,2020-06-03 10:37:00,10,2
55,"6/3/20, 10:38 - Norbert Notitia: Are the web mails ready
",Norbert Notitia,Are the web mails ready,are the web mails ready,2020-06-03 10:38:00,10,2
5,"6/3/20, 10:38 - Adwoa Notitia: Please any links?
",Adwoa Notitia,Please any links?,please any links,2020-06-03 10:38:00,10,2
41,"6/3/20, 10:39 - Alex Notitia: Yeah. You can use them. I posted everyone's own here some time ago.
",Alex Notitia,Yeah. You can use them. I posted everyone's own here some time ago.,yeah you can use them i posted everyones own here some time ago,2020-06-03 10:39:00,10,2
6,"6/3/20, 10:40 - Adwoa Notitia: Many thanks🙏🏾
",Adwoa Notitia,Many thanks🙏🏾,many thanks,2020-06-03 10:40:00,10,2
42,"6/3/20, 10:40 - Alex Notitia: This is the link to our site.  https://notitia.site
",Alex Notitia,This is the link to our site.  https://notitia.site,this is the link to our site  httpsnotitiasite,2020-06-03 10:40:00,10,2
43,"6/3/20, 10:41 - Alex Notitia: The webmails
",Alex Notitia,The webmails,the webmails,2020-06-03 10:41:00,10,2
44,"6/3/20, 10:42 - Alex Notitia: Am yet to create one for you. I would work on it. When it's ready, i would inform you.
",Alex Notitia,"Am yet to create one for you. I would work on it. When it's ready, i would inform you.",am yet to create one for you i would work on it when its ready i would inform you,2020-06-03 10:42:00,10,2
184,"6/3/20, 10:47 - AI Derek: Check become a mentor side
",AI Derek,Check become a mentor side,check become a mentor side,2020-06-03 10:47:00,10,2
185,"6/3/20, 10:48 - AI Derek: It’s Become a hiring partner details there
",AI Derek,It’s Become a hiring partner details there,its become a hiring partner details there,2020-06-03 10:48:00,10,2
186,"6/3/20, 10:50 - AI Derek: And our partners too
",AI Derek,And our partners too,and our partners too,2020-06-03 10:50:00,10,2
187,"6/3/20, 10:57 - AI Derek: @233249435529 the courses don’t need to be on the homepage
",AI Derek,@233249435529 the courses don’t need to be on the homepage, the courses dont need to be on the homepage,2020-06-03 10:57:00,10,2
8,"6/3/20, 10:57 - Adwoa Notitia: The courses were plenty
",Adwoa Notitia,The courses were plenty,the courses were plenty,2020-06-03 10:57:00,10,2
7,"6/3/20, 10:57 - Adwoa Notitia: I find the home page too long with too many information dispaly.....i kept scrolling down🥺....(maybe its nothing though)😃
",Adwoa Notitia,I find the home page too long with too many information dispaly.....i kept scrolling down🥺....(maybe its nothing though)😃,i find the home page too long with too many information dispalyi kept scrolling downmaybe its nothing though,2020-06-03 10:57:00,10,2
12,"6/3/20, 10:58 - Adwoa Notitia: 😂😂😂
",Adwoa Notitia,😂😂😂,,2020-06-03 10:58:00,10,2
10,"6/3/20, 10:58 - Adwoa Notitia: Well done @233249435529
",Adwoa Notitia,Well done @233249435529,well done ,2020-06-03 10:58:00,10,2
11,"6/3/20, 10:58 - Adwoa Notitia: Chaiii
",Adwoa Notitia,Chaiii,chaiii,2020-06-03 10:58:00,10,2
190,"6/3/20, 10:58 - AI Derek: You think it’s easy
",AI Derek,You think it’s easy,you think its easy,2020-06-03 10:58:00,10,2
189,"6/3/20, 10:58 - AI Derek: The details are not even there 😀
",AI Derek,The details are not even there 😀,the details are not even there ,2020-06-03 10:58:00,10,2
188,"6/3/20, 10:58 - AI Derek: Mentees will get access to them only after signing up
",AI Derek,Mentees will get access to them only after signing up,mentees will get access to them only after signing up,2020-06-03 10:58:00,10,2
191,"6/3/20, 10:59 - AI Derek: This is Notitia 
",AI Derek,This is Notitia ,this is notitia ,2020-06-03 10:59:00,10,2
13,"6/3/20, 10:59 - Adwoa Notitia: 🙌🏾🙌🏾🙌🏾🙌🏾🚀🚀🚀🚀
",Adwoa Notitia,🙌🏾🙌🏾🙌🏾🙌🏾🚀🚀🚀🚀,,2020-06-03 10:59:00,10,2
45,"6/3/20, 11:01 - Alex Notitia: Wow. I just followed through from the reference.
",Alex Notitia,Wow. I just followed through from the reference.,wow i just followed through from the reference,2020-06-03 11:01:00,11,2
43,"6/3/20, 11:03 - Ḅj: @233249435529 please if it's a pwa why would you build android and ios apps again?
",Ḅj,@233249435529 please if it's a pwa why would you build android and ios apps again?, please if its a pwa why would you build android and ios apps again,2020-06-03 11:03:00,11,2
192,"6/3/20, 11:03 - AI Derek: When we meet tomorrow I’ll show you all so you do it wai
",AI Derek,When we meet tomorrow I’ll show you all so you do it wai,when we meet tomorrow ill show you all so you do it wai,2020-06-03 11:03:00,11,2
193,"6/3/20, 11:03 - AI Derek: I’ve some additional stuff to give you
",AI Derek,I’ve some additional stuff to give you,ive some additional stuff to give you,2020-06-03 11:03:00,11,2
194,"6/3/20, 11:03 - AI Derek: @233504782862 I’ve not got my laptop yet o
",AI Derek,@233504782862 I’ve not got my laptop yet o, ive not got my laptop yet o,2020-06-03 11:03:00,11,2
195,"6/3/20, 11:03 - AI Derek: Let’s see today
",AI Derek,Let’s see today,lets see today,2020-06-03 11:03:00,11,2
46,"6/3/20, 11:03 - Alex Notitia: Cul
",Alex Notitia,Cul,cul,2020-06-03 11:03:00,11,2
196,"6/3/20, 11:04 - AI Derek: That might even be in the future
",AI Derek,That might even be in the future,that might even be in the future,2020-06-03 11:04:00,11,2
44,"6/3/20, 11:04 - Ḅj: Oh okay
",Ḅj,Oh okay,oh okay,2020-06-03 11:04:00,11,2
45,"6/3/20, 11:04 - Ḅj: Anytime
",Ḅj,Anytime,anytime,2020-06-03 11:04:00,11,2
46,"6/3/20, 11:05 - Ḅj: Sure
",Ḅj,Sure,sure,2020-06-03 11:05:00,11,2
47,"6/3/20, 11:05 - Ḅj: Alright
",Ḅj,Alright,alright,2020-06-03 11:05:00,11,2
47,"6/3/20, 11:05 - Alex Notitia: @233243319300 suggested we added one.
",Alex Notitia,@233243319300 suggested we added one., suggested we added one,2020-06-03 11:05:00,11,2
48,"6/3/20, 11:06 - Ḅj: The mobile UI at the coming soon banner isn't responsive
",Ḅj,The mobile UI at the coming soon banner isn't responsive,the mobile ui at the coming soon banner isnt responsive,2020-06-03 11:06:00,11,2
48,"6/3/20, 11:07 - Alex Notitia: Yeah.
",Alex Notitia,Yeah.,yeah,2020-06-03 11:07:00,11,2
198,"6/3/20, 11:10 - AI Derek: @233249435529 our social media handles should be active on the site 
",AI Derek,@233249435529 our social media handles should be active on the site , our social media handles should be active on the site ,2020-06-03 11:10:00,11,2
197,"6/3/20, 11:10 - AI Derek: No it won’t be
",AI Derek,No it won’t be,no it wont be,2020-06-03 11:10:00,11,2
50,"6/3/20, 11:11 - Alex Notitia: Sure.
",Alex Notitia,Sure.,sure,2020-06-03 11:11:00,11,2
49,"6/3/20, 11:11 - Ḅj: Sure
",Ḅj,Sure,sure,2020-06-03 11:11:00,11,2
49,"6/3/20, 11:11 - Alex Notitia: I think that, there would be a lot of issues. What we should do is that, everyone would make a list of their issues and possible suggestions if available. Preferably in a document. We can then submit and do re-editing of the site with the suggestions provided. Monday would be cul.
",Alex Notitia,"I think that, there would be a lot of issues. What we should do is that, everyone would make a list of their issues and possible suggestions if available. Preferably in a document. We can then submit and do re-editing of the site with the suggestions provided. Monday would be cul.",i think that there would be a lot of issues what we should do is that everyone would make a list of their issues and possible suggestions if available preferably in a document we can then submit and do reediting of the site with the suggestions provided monday would be cul,2020-06-03 11:11:00,11,2
199,"6/3/20, 11:12 - AI Derek: Through
",AI Derek,Through,through,2020-06-03 11:12:00,11,2
200,"6/3/20, 11:12 - AI Derek: So let’s keep looking at all the functions and make recommendations
",AI Derek,So let’s keep looking at all the functions and make recommendations,so lets keep looking at all the functions and make recommendations,2020-06-03 11:12:00,11,2
51,"6/3/20, 11:13 - Alex Notitia: Yeah. I would work on that right away.
",Alex Notitia,Yeah. I would work on that right away.,yeah i would work on that right away,2020-06-03 11:13:00,11,2
50,"6/3/20, 11:13 - Ḅj: I'll run a security vulnerability scan on the site to make sure the database isn't prone to exploitation and SQL injection
",Ḅj,I'll run a security vulnerability scan on the site to make sure the database isn't prone to exploitation and SQL injection,ill run a security vulnerability scan on the site to make sure the database isnt prone to exploitation and sql injection,2020-06-03 11:13:00,11,2
201,"6/3/20, 11:13 - AI Derek: @233249435529 I’ll be waiting for the google form too
",AI Derek,@233249435529 I’ll be waiting for the google form too, ill be waiting for the google form too,2020-06-03 11:13:00,11,2
202,"6/3/20, 11:13 - AI Derek: @233554349393 the design o
",AI Derek,@233554349393 the design o, the design o,2020-06-03 11:13:00,11,2
205,"6/3/20, 11:14 - AI Derek: For the profile we all need to work on ours ASAP
",AI Derek,For the profile we all need to work on ours ASAP,for the profile we all need to work on ours asap,2020-06-03 11:14:00,11,2
204,"6/3/20, 11:14 - AI Derek: And then @233246521995’s own too 
",AI Derek,And then @233246521995’s own too ,and then s own too ,2020-06-03 11:14:00,11,2
203,"6/3/20, 11:14 - AI Derek: @233249435529 Norbert Role is Product Manager
",AI Derek,@233249435529 Norbert Role is Product Manager, norbert role is product manager,2020-06-03 11:14:00,11,2
57,"6/3/20, 11:18 - Norbert Notitia: Send me the logo as well
",Norbert Notitia,Send me the logo as well,send me the logo as well,2020-06-03 11:18:00,11,2
56,"6/3/20, 11:18 - Norbert Notitia: I'm working on it. Will share it shortly.
",Norbert Notitia,I'm working on it. Will share it shortly.,im working on it will share it shortly,2020-06-03 11:18:00,11,2
14,"6/3/20, 11:20 - Adwoa Notitia: 🙏🏾
",Adwoa Notitia,🙏🏾,,2020-06-03 11:20:00,11,2
58,"6/3/20, 11:45 - Norbert Notitia: 👌
",Norbert Notitia,👌,,2020-06-03 11:45:00,11,2
209,"6/3/20, 11:46 - AI Derek: You can add it
",AI Derek,You can add it,you can add it,2020-06-03 11:46:00,11,2
207,"6/3/20, 11:46 - AI Derek: Derek k. Degbedzui 
",AI Derek,Derek k. Degbedzui ,derek k degbedzui ,2020-06-03 11:46:00,11,2
208,"6/3/20, 11:46 - AI Derek: @233249435529 this is my profile
",AI Derek,@233249435529 this is my profile, this is my profile,2020-06-03 11:46:00,11,2
52,"6/3/20, 11:47 - Alex Notitia: We would review that.
",Alex Notitia,We would review that.,we would review that,2020-06-03 11:47:00,11,2
15,"6/3/20, 11:50 - Adwoa Notitia: Should i send mine too @233243319300
",Adwoa Notitia,Should i send mine too @233243319300,should i send mine too ,2020-06-03 11:50:00,11,2
211,"6/3/20, 11:50 - AI Derek: Okay send here
",AI Derek,Okay send here,okay send here,2020-06-03 11:50:00,11,2
210,"6/3/20, 11:50 - AI Derek: You already did
",AI Derek,You already did,you already did,2020-06-03 11:50:00,11,2
16,"6/3/20, 11:50 - Adwoa Notitia: Ok
",Adwoa Notitia,Ok,ok,2020-06-03 11:50:00,11,2
17,"6/3/20, 11:51 - Adwoa Notitia: Chaiii🥺🤕🤒😷
",Adwoa Notitia,Chaiii🥺🤕🤒😷,chaiii,2020-06-03 11:51:00,11,2
18,"6/3/20, 11:51 - Adwoa Notitia: Where is my eye mask
",Adwoa Notitia,Where is my eye mask,where is my eye mask,2020-06-03 11:51:00,11,2
212,"6/3/20, 11:51 - AI Derek: Eeii
",AI Derek,Eeii,eeii,2020-06-03 11:51:00,11,2
19,"6/3/20, 11:51 - Adwoa Notitia: Ok
",Adwoa Notitia,Ok,ok,2020-06-03 11:51:00,11,2
20,"6/3/20, 11:52 - Adwoa Notitia: I am of the view that in order for people to succeed in this challenging environment, young people will have to cultivate and imbibe the habit of continuous learning in addition to identifying opportunities.
",Adwoa Notitia,"I am of the view that in order for people to succeed in this challenging environment, young people will have to cultivate and imbibe the habit of continuous learning in addition to identifying opportunities.",i am of the view that in order for people to succeed in this challenging environment young people will have to cultivate and imbibe the habit of continuous learning in addition to identifying opportunities,2020-06-03 11:52:00,11,2
51,"6/3/20, 11:52 - Ḅj: Alright
",Ḅj,Alright,alright,2020-06-03 11:52:00,11,2
53,"6/3/20, 11:52 - Alex Notitia: I've disabled that for now.
",Alex Notitia,I've disabled that for now.,ive disabled that for now,2020-06-03 11:52:00,11,2
54,"6/3/20, 11:53 - Alex Notitia: Great.
",Alex Notitia,Great.,great,2020-06-03 11:53:00,11,2
213,"6/3/20, 11:53 - AI Derek: Cool
",AI Derek,Cool,cool,2020-06-03 11:53:00,11,2
55,"6/3/20, 11:54 - Alex Notitia: Everyone should work on their own  so i can collectively update that section.
",Alex Notitia,Everyone should work on their own  so i can collectively update that section.,everyone should work on their own  so i can collectively update that section,2020-06-03 11:54:00,11,2
52,"6/3/20, 11:55 - Ḅj: Sure
",Ḅj,Sure,sure,2020-06-03 11:55:00,11,2
214,"6/3/20, 11:56 - AI Derek: Yes
",AI Derek,Yes,yes,2020-06-03 11:56:00,11,2
56,"6/3/20, 11:57 - Alex Notitia: You would have to help me with this one oh.
",Alex Notitia,You would have to help me with this one oh.,you would have to help me with this one oh,2020-06-03 11:57:00,11,2
215,"6/3/20, 11:57 - AI Derek: And then please do send him your handles on Facebook, Twitter and LinkedIn too
",AI Derek,"And then please do send him your handles on Facebook, Twitter and LinkedIn too",and then please do send him your handles on facebook twitter and linkedin too,2020-06-03 11:57:00,11,2
57,"6/3/20, 11:58 - Alex Notitia: Thanks.
",Alex Notitia,Thanks.,thanks,2020-06-03 11:58:00,11,2
21,"6/3/20, 11:58 - Adwoa Notitia: Ok sure.
",Adwoa Notitia,Ok sure.,ok sure,2020-06-03 11:58:00,11,2
216,"6/3/20, 11:58 - AI Derek: I’ll send you their logos
",AI Derek,I’ll send you their logos,ill send you their logos,2020-06-03 11:58:00,11,2
22,"6/3/20, 11:59 - Adwoa Notitia: 🙌🏾
",Adwoa Notitia,🙌🏾,,2020-06-03 11:59:00,11,2
23,"6/3/20, 11:59 - Adwoa Notitia: Ok
",Adwoa Notitia,Ok,ok,2020-06-03 11:59:00,11,2
217,"6/3/20, 11:59 - AI Derek: Yh sure
",AI Derek,Yh sure,yh sure,2020-06-03 11:59:00,11,2
218,"6/3/20, 11:59 - AI Derek: Just copy the url or the user name
",AI Derek,Just copy the url or the user name,just copy the url or the user name,2020-06-03 11:59:00,11,2
219,"6/3/20, 12:00 - AI Derek: Facebook: Derek Kweku 
",AI Derek,Facebook: Derek Kweku ,facebook derek kweku ,2020-06-03 12:00:00,12,2
220,"6/3/20, 12:15 - AI Derek: Hey Everyboy 👋
",AI Derek,Hey Everyboy 👋,hey everyboy ,2020-06-03 12:15:00,12,2
221,"6/3/20, 12:15 - AI Derek: So let’s check it out
",AI Derek,So let’s check it out,so lets check it out,2020-06-03 12:15:00,12,2
222,"6/3/20, 12:15 - AI Derek: @233246521995 you’ll handling future ones
",AI Derek,@233246521995 you’ll handling future ones, youll handling future ones,2020-06-03 12:15:00,12,2
223,"6/3/20, 12:16 - AI Derek: @233554349393 to add the flyer so it goes out
",AI Derek,@233554349393 to add the flyer so it goes out, to add the flyer so it goes out,2020-06-03 12:16:00,12,2
24,"6/3/20, 12:16 - Adwoa Notitia: Ok sure
",Adwoa Notitia,Ok sure,ok sure,2020-06-03 12:16:00,12,2
58,"6/3/20, 12:20 - Alex Notitia: Nice stuffs.
",Alex Notitia,Nice stuffs.,nice stuffs,2020-06-03 12:20:00,12,2
224,"6/3/20, 12:22 - AI Derek: Sure
",AI Derek,Sure,sure,2020-06-03 12:22:00,12,2
227,"6/3/20, 23:44 - AI Derek: At 12am we can share to our networks
",AI Derek,At 12am we can share to our networks,at am we can share to our networks,2020-06-03 23:44:00,23,2
228,"6/3/20, 23:44 - AI Derek: Thank you
",AI Derek,Thank you,thank you,2020-06-03 23:44:00,23,2
226,"6/3/20, 23:44 - AI Derek: So we are adding this
",AI Derek,So we are adding this,so we are adding this,2020-06-03 23:44:00,23,2
53,"6/3/20, 23:45 - Ḅj: Great
",Ḅj,Great,great,2020-06-03 23:45:00,23,2
230,"6/3/20, 23:46 - AI Derek: Just in case Mac is messing
",AI Derek,Just in case Mac is messing,just in case mac is messing,2020-06-03 23:46:00,23,2
231,"6/3/20, 23:46 - AI Derek: I got tired
",AI Derek,I got tired,i got tired,2020-06-03 23:46:00,23,2
54,"6/3/20, 23:46 - Ḅj: Cool
",Ḅj,Cool,cool,2020-06-03 23:46:00,23,2
59,"6/5/20, 11:06 - Norbert Notitia: Hi who has Handle to our IG account
",Norbert Notitia,Hi who has Handle to our IG account,hi who has handle to our ig account,2020-06-05 11:06:00,11,4
232,"6/5/20, 11:35 - AI Derek: No we don’t have one yet
",AI Derek,No we don’t have one yet,no we dont have one yet,2020-06-05 11:35:00,11,4
60,"6/5/20, 12:07 - Norbert Notitia: Can we create one.
",Norbert Notitia,Can we create one.,can we create one,2020-06-05 12:07:00,12,4
233,"6/5/20, 12:42 - AI Derek: Yh
",AI Derek,Yh,yh,2020-06-05 12:42:00,12,4
25,"6/5/20, 16:05 - Adwoa Notitia: Facebook: @adwoa farmer
",Adwoa Notitia,Facebook: @adwoa farmer,facebook adwoa farmer,2020-06-05 16:05:00,16,4
234,"6/5/20, 16:08 - AI Derek: @233249435529
",AI Derek,@233249435529,,2020-06-05 16:08:00,16,4
59,"6/5/20, 16:09 - Alex Notitia: Yea. well noted
",Alex Notitia,Yea. well noted,yea well noted,2020-06-05 16:09:00,16,4
60,"6/5/20, 16:45 - Alex Notitia: Hello, team. You  can submit your issues and possible solutions here. 
",Alex Notitia,"Hello, team. You  can submit your issues and possible solutions here. ",hello team you  can submit your issues and possible solutions here ,2020-06-05 16:45:00,16,4
235,"6/5/20, 16:50 - AI Derek: @233504782862 @233247936396
",AI Derek,@233504782862 @233247936396, ,2020-06-05 16:50:00,16,4
12,"6/5/20, 17:20 - Sadat Notitia: Sure
",Sadat Notitia,Sure,sure,2020-06-05 17:20:00,17,4
236,"6/5/20, 23:52 - AI Derek: https://docs.google.com/forms/d/162IYWXQlrBEgs82NlrUaUnxPPppHCvsusH4tJf0EOmc
",AI Derek,https://docs.google.com/forms/d/162IYWXQlrBEgs82NlrUaUnxPPppHCvsusH4tJf0EOmc,httpsdocsgooglecomformsdiywxqlrbegsnlruaunxpppphcvsushtjfeomc,2020-06-05 23:52:00,23,4
238,"6/5/20, 23:52 - AI Derek: We can share this at 12am
",AI Derek,We can share this at 12am,we can share this at am,2020-06-05 23:52:00,23,4
62,"6/5/20, 23:52 - Alex Notitia: Great.
",Alex Notitia,Great.,great,2020-06-05 23:52:00,23,4
63,"6/7/20, 20:02 - Alex Notitia: Good evening team.
",Alex Notitia,Good evening team.,good evening team,2020-06-07 20:02:00,20,6
26,"6/7/20, 20:03 - Adwoa Notitia: Ok thanks
",Adwoa Notitia,Ok thanks,ok thanks,2020-06-07 20:03:00,20,6
55,"6/7/20, 20:03 - Ḅj: Awesome
",Ḅj,Awesome,awesome,2020-06-07 20:03:00,20,6
239,"6/7/20, 20:09 - AI Derek: ive sent the mail
",AI Derek,ive sent the mail,ive sent the mail,2020-06-07 20:09:00,20,6
240,"6/7/20, 20:09 - AI Derek: adwoa I’m sending yours
",AI Derek,adwoa I’m sending yours,adwoa im sending yours,2020-06-07 20:09:00,20,6
56,"6/7/20, 20:09 - Ḅj: Okay
",Ḅj,Okay,okay,2020-06-07 20:09:00,20,6
27,"6/7/20, 20:10 - Adwoa Notitia: Ok
",Adwoa Notitia,Ok,ok,2020-06-07 20:10:00,20,6
57,"6/7/20, 20:15 - Ḅj: Derek you didn't send the sample certificate just  the data
",Ḅj,Derek you didn't send the sample certificate just  the data,derek you didnt send the sample certificate just  the data,2020-06-07 20:15:00,20,6
242,"6/7/20, 20:17 - AI Derek: lemme send asap
",AI Derek,lemme send asap,lemme send asap,2020-06-07 20:17:00,20,6
243,"6/7/20, 20:17 - AI Derek: thanks
",AI Derek,thanks,thanks,2020-06-07 20:17:00,20,6
241,"6/7/20, 20:17 - AI Derek: sorry
",AI Derek,sorry,sorry,2020-06-07 20:17:00,20,6
58,"6/7/20, 20:17 - Ḅj: sure
",Ḅj,sure,sure,2020-06-07 20:17:00,20,6
59,"6/7/20, 20:17 - Ḅj: psd file right
",Ḅj,psd file right,psd file right,2020-06-07 20:17:00,20,6
244,"6/8/20, 09:31 - AI Derek: Good morning everyone
",AI Derek,Good morning everyone,good morning everyone,2020-06-08 09:31:00,9,0
245,"6/8/20, 09:31 - AI Derek: hope we good
",AI Derek,hope we good,hope we good,2020-06-08 09:31:00,9,0
246,"6/8/20, 09:32 - AI Derek: sent some couple of certificates out already and I’m glad about the feedbacks
",AI Derek,sent some couple of certificates out already and I’m glad about the feedbacks,sent some couple of certificates out already and im glad about the feedbacks,2020-06-08 09:32:00,9,0
247,"6/8/20, 09:32 - AI Derek: its great
",AI Derek,its great,its great,2020-06-08 09:32:00,9,0
248,"6/8/20, 09:32 - AI Derek: People expect a lot from Notitia
",AI Derek,People expect a lot from Notitia,people expect a lot from notitia,2020-06-08 09:32:00,9,0
249,"6/8/20, 09:32 - AI Derek: so Jerry and Adwoa i hope you’re working on yours too
",AI Derek,so Jerry and Adwoa i hope you’re working on yours too,so jerry and adwoa i hope youre working on yours too,2020-06-08 09:32:00,9,0
61,"6/8/20, 09:32 - Ḅj: I'm fine thanks
",Ḅj,I'm fine thanks,im fine thanks,2020-06-08 09:32:00,9,0
60,"6/8/20, 09:32 - Ḅj: Good morning
",Ḅj,Good morning,good morning,2020-06-08 09:32:00,9,0
62,"6/8/20, 09:33 - Ḅj: Me too
",Ḅj,Me too,me too,2020-06-08 09:33:00,9,0
253,"6/8/20, 09:33 - AI Derek: by grace chaley
",AI Derek,by grace chaley,by grace chaley,2020-06-08 09:33:00,9,0
64,"6/8/20, 09:33 - Ḅj: Great
",Ḅj,Great,great,2020-06-08 09:33:00,9,0
252,"6/8/20, 09:33 - AI Derek: That’s great
",AI Derek,That’s great,thats great,2020-06-08 09:33:00,9,0
251,"6/8/20, 09:33 - AI Derek: oh wow
",AI Derek,oh wow,oh wow,2020-06-08 09:33:00,9,0
